S.No,InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),UnitPrice,Discount,SalePrice
2275,54307,41935.45611,United Kingdom,2180,UK3,Male,11,189,0,189
2276,54308,41935.52611,Germany,2197,GER2,Male,8.5,129,0,129
2277,54309,41935.62611,Canada,2210,CAN6,Male,10.5,159,0.2,127.2
2278,54310,41935.66611,United States,2196,US15,Male,9.5,129,0.2,103.2
2279,54310,41935.66611,United States,2204,US15,Female,8.5,189,0.2,151.2
2280,54311,41935.83611,United States,2195,US4,Male,11,169,0.1,152.1
2281,54312,41936.19611,United Kingdom,2156,UK1,Male,11.5,199,0,199
2282,54313,41936.24611,Canada,2222,CAN7,Female,8.5,129,0,129
2283,54314,41936.42611,Germany,2181,GER2,Female,8,129,0,129
2284,54315,41936.45611,Germany,2207,GER1,Female,9,169,0,169
2285,54316,41936.52611,Germany,2150,GER1,Male,9.5,139,0,139
2286,54317,41936.62611,Canada,2218,CAN2,Male,10.5,179,0,179
2287,54318,41936.66611,United States,2183,US15,Female,8.5,139,0,139
2288,54319,41936.66611,Canada,2225,CAN6,Female,8.5,159,0,159
2289,54320,41936.78611,United States,2171,US11,Female,7.5,179,0.3,125.3
2290,54320,41936.78611,United States,2219,US2,Male,10,159,0.5,79.5
2291,54320,41936.78611,United States,2181,US10,Male,7,129,0,129
2292,54321,41936.84611,Germany,2179,GER2,Female,7,149,0,149
2293,54322,41937.00611,United States,2150,US5,Female,9,199,0,199
2294,54322,41937.00611,United States,2217,US4,Male,10,159,0,159
2295,54323,41937.15611,Germany,2199,GER2,Male,14,159,0.1,143.1
2296,54324,41937.24611,United States,2187,US15,Male,9,159,0,159
2297,54325,41937.42611,United States,2164,US15,Female,8.5,199,0,199
2298,54326,41937.42611,Germany,2180,GER2,Male,7.5,149,0,149
2299,54327,41937.45611,United Kingdom,2198,UK1,Male,10.5,189,0,189
2300,54328,41937.66611,United States,2181,US15,Male,10,179,0.2,143.2
2301,54328,41937.66611,United States,2151,US15,Female,8.5,189,0.5,94.5
2302,54329,41937.78611,United States,2212,US13,Female,10,129,0,129
2303,54329,41937.78611,United States,2163,US13,Female,10,129,0,129
2304,54330,41937.78611,Germany,2165,GER1,Male,9,149,0.2,119.2
2305,54331,41937.84611,Canada,2148,CAN3,Male,10,139,0.5,69.5
2306,54332,41938.00611,United States,2217,US12,Male,9.5,129,0,129
2307,54332,41938.00611,United States,2203,US4,Male,9,149,0.2,119.2
2308,54333,41938.15611,Germany,2181,GER2,Female,8,129,0,129
2309,54334,41938.36611,Canada,2208,CAN7,Male,8.5,179,0.5,89.5
2310,54335,41938.42611,United States,2204,US15,Female,8.5,189,0.2,151.2
2311,54336,41938.42611,Germany,2197,GER2,Male,8.5,129,0,129
2312,54337,41938.73611,Canada,2157,CAN1,Male,9.5,199,0,199
2313,54338,41938.78611,United States,2213,US3,Female,7.5,199,0.3,139.3
2314,54338,41938.78611,United States,2230,US12,Male,10.5,179,0,179
2315,54338,41938.78611,United States,2219,US2,Male,10,159,0.5,79.5
2316,54339,41938.84611,Canada,2210,CAN6,Male,10.5,159,0.2,127.2
2317,54340,41939.00611,United States,2182,US10,Female,9,139,0.1,125.1
2318,54340,41939.00611,United States,2181,US10,Male,7,129,0,129
2319,54341,41939.09611,United States,2159,US5,Male,9,159,0.3,111.3
2320,54342,41939.15611,Germany,2180,GER2,Male,7.5,149,0,149
2321,54343,41939.36611,Germany,2179,GER2,Female,7,149,0,149
2322,54344,41939.42611,United States,2183,US15,Female,8.5,139,0,139
2323,54345,41939.73611,Germany,2236,GER3,Female,7,179,0,179
2324,54346,41939.82611,Germany,2179,GER1,Female,8,159,0,159
2325,54347,41940.09611,United States,2217,US4,Male,10,159,0,159
2326,54348,41940.34611,United Kingdom,2218,UK2,Female,7,189,0,189
2327,54349,41940.36611,Canada,2148,CAN3,Male,10,139,0.5,69.5
2328,54350,41940.73611,Germany,2157,GER3,Female,7,149,0.3,104.3
2329,54351,41940.82611,Germany,2186,GER1,Male,11.5,179,0.3,125.3
2330,54352,41941.05611,United States,2203,US1,Male,12,139,0.2,111.2
2331,54352,41941.05611,United States,2188,US9,Male,13,159,0,159
2332,54353,41941.09611,United States,2203,US4,Male,9,149,0.2,119.2
2333,54354,41941.34611,United Kingdom,2205,UK5,Female,7,189,0,189
2334,54355,41941.76611,Germany,2169,GER1,Male,13,129,0,129
2335,54356,41941.82611,Germany,2199,GER2,Male,14,159,0.1,143.1
2336,54357,41942.05611,United States,2159,US5,Male,9,159,0.3,111.3
2337,54357,41942.05611,United States,2203,US1,Male,12,139,0.2,111.2
2338,54358,41942.19611,United States,2157,US15,Male,8,149,0,149
2339,54359,41942.34611,United Kingdom,2174,UK1,Female,7,199,0,199
2340,54360,41942.76611,Germany,2169,GER2,Male,10.5,169,0,169
2341,54361,41942.90611,Germany,2214,GER2,Female,7,179,0.5,89.5
2342,54362,41943.05611,United States,2217,US4,Male,10,159,0,159
2343,54362,41943.05611,United States,2159,US5,Male,9,159,0.3,111.3
2344,54363,41943.19611,United States,2224,US15,Male,7.5,179,0.1,161.1
2345,54364,41943.40611,Canada,2165,CAN7,Female,8.5,129,0.1,116.1
2346,54365,41943.71611,Germany,2185,GER1,Female,9,129,0,129
2347,54366,41943.76611,Canada,2185,CAN6,Female,8,169,0.2,135.2
2348,54367,41943.90611,Canada,2168,CAN3,Male,9,179,0,179
2349,54368,41944.19611,United States,2196,US15,Male,9.5,129,0.2,103.2
2350,54369,41944.40611,United States,2157,US15,Male,8,149,0,149
2351,54370,41944.52611,Germany,2209,GER2,Female,8,149,0.1,134.1
2352,54371,41944.71611,Germany,2201,GER1,Female,9,169,0,169
2353,54372,41944.90611,Canada,2208,CAN7,Male,8.5,179,0.5,89.5
2354,54373,41945.25611,Germany,2208,GER2,Female,7,199,0,199
2355,54374,41945.30611,Canada,2215,CAN7,Male,9,159,0.3,111.3
2356,54375,41945.40611,United States,2224,US15,Male,7.5,179,0.1,161.1
2357,54376,41945.52611,Germany,2179,GER1,Female,8,159,0,159
2358,54377,41945.71611,United Kingdom,2180,UK3,Male,11,189,0,189
2359,54378,41945.75611,United Kingdom,2158,UK1,Male,9,159,0.2,127.2
2360,54378,41945.75611,United Kingdom,2231,UK2,Female,9.5,199,0,199
2361,54379,41946.25611,Germany,2214,GER2,Female,7,179,0.5,89.5
2362,54380,41946.30611,Germany,2198,GER2,Female,6.5,199,0,199
2363,54381,41946.52611,Germany,2186,GER1,Male,11.5,179,0.3,125.3
2364,54382,41946.70611,Germany,2168,GER2,Female,8.5,149,0,149
2365,54383,41946.75611,United Kingdom,2166,UK4,Male,6,159,0,159
2366,54383,41946.75611,United Kingdom,2169,UK5,Female,9.5,199,0.1,179.1
2367,54384,41947.20611,United States,2177,US15,Male,9,169,0,169
2368,54385,41947.25611,Canada,2168,CAN3,Male,9,179,0,179
2369,54386,41947.30611,Germany,2169,GER1,Female,6.5,179,0.1,161.1
2370,54387,41947.63611,Canada,2202,CAN7,Female,8,139,0,139
2371,54388,41947.63611,United States,2173,US15,Female,7,129,0.1,116.1
2372,54389,41947.63611,Canada,2169,CAN7,Female,7,169,0,169
2373,54389,41947.63611,Canada,2219,CAN5,Male,10,149,0.5,74.5
2374,54390,41947.70611,United States,2226,US13,Male,10,129,0,129
2375,54391,41947.75611,United Kingdom,2241,UK4,Female,9,199,0.3,139.3
2376,54391,41947.75611,United Kingdom,2161,UK1,Female,9.5,129,0.1,116.1
2377,54392,41948.13611,United Kingdom,2238,UK3,Male,12,139,0,139
2378,54393,41948.20611,Canada,2165,CAN7,Female,8.5,129,0.1,116.1
2379,54394,41948.63611,Germany,2226,GER3,Male,9.5,199,0,199
2380,54395,41948.63611,Canada,2149,CAN3,Female,7,149,0,149
2381,54395,41948.63611,Canada,2169,CAN7,Female,7,169,0,169
2382,54395,41948.63611,Canada,2171,CAN5,Male,11,149,0.3,104.3
2383,54396,41948.65611,Canada,2228,CAN6,Male,8.5,159,0,159
2384,54397,41948.70611,Germany,2184,GER3,Female,8.5,179,0,179
2385,54398,41949.13611,United Kingdom,2209,UK2,Male,12,199,0.2,159.2
2386,54399,41949.20611,United States,2157,US15,Male,8,149,0,149
2387,54400,41949.35611,United Kingdom,2237,UK4,Male,9.5,149,0,149
2388,54401,41949.63611,Canada,2170,CAN3,Female,7,149,0,149
2389,54401,41949.63611,Canada,2149,CAN3,Female,7,149,0,149
2390,54401,41949.63611,Canada,2230,CAN7,Male,9.5,179,0.3,125.3
2391,54401,41949.63611,Canada,2165,CAN2,Female,8,159,0,159
2392,54402,41949.65611,United States,2173,US15,Female,7,129,0.1,116.1
2393,54403,41950.07611,Germany,2225,GER1,Female,8,199,0.5,99.5
2394,54404,41950.13611,United Kingdom,2187,UK4,Male,10.5,169,0,169
2395,54405,41950.35611,United Kingdom,2238,UK3,Male,12,139,0,139
2396,54406,41950.65611,Canada,2171,CAN5,Male,11,149,0.3,104.3
2397,54407,41950.76611,Germany,2221,GER3,Male,10.5,149,0,149
2398,54408,41951.07611,Germany,2190,GER2,Male,10,169,0,169
2399,54409,41951.30611,Germany,2151,GER1,Female,8,199,0.5,99.5
2400,54410,41951.35611,United Kingdom,2209,UK2,Male,12,199,0.2,159.2
2401,54411,41951.76611,United States,2175,US15,Female,8,199,0.5,99.5
2402,54412,41952.07611,Germany,2192,GER3,Male,9.5,169,0.2,135.2
2403,54413,41952.25611,United States,2221,US3,Male,9.5,159,0,159
2404,54414,41952.30611,Germany,2225,GER1,Female,8,199,0.5,99.5
2405,54415,41952.54611,United States,2206,US15,Male,10,159,0,159
2406,54415,41952.54611,United States,2157,US15,Male,9,139,0.2,111.2
2407,54416,41952.76611,United States,2220,US15,Female,8,179,0.2,143.2
2408,54417,41953.25611,Canada,2190,CAN6,Female,9.5,179,0,179
2409,54418,41953.30611,Germany,2190,GER2,Male,10,169,0,169
2410,54419,41953.46611,United States,2176,US15,Male,11.5,179,0,179
2411,54420,41953.54611,United States,2235,US15,Male,10.5,179,0.5,89.5
2412,54420,41953.54611,United States,2206,US15,Male,10,159,0,159
2413,54421,41953.60611,Germany,2231,GER3,Female,9,159,0,159
2414,54421,41953.60611,Germany,2213,GER3,Female,9,189,0,189
2415,54422,41953.91611,United States,2160,US13,Male,9.5,149,0.5,74.5
2416,54423,41954.25611,Canada,2195,CAN1,Female,9.5,199,0,199
2417,54424,41954.46611,United States,2188,US9,Male,13,159,0,159
2418,54425,41954.54611,United States,2177,US15,Male,9,169,0,169
2419,54425,41954.54611,United States,2235,US15,Male,10.5,179,0.5,89.5
2420,54426,41954.60611,Germany,2231,GER3,Female,9,159,0,159
2421,54427,41954.60611,United Kingdom,2237,UK4,Male,9.5,149,0,149
2422,54428,41954.62611,United States,2198,US15,Male,10,149,0.2,119.2
2423,54429,41954.91611,Germany,2184,GER1,Female,8.5,149,0.3,104.3
2424,54430,41955.24611,United States,2196,US12,Female,10,149,0,149
2425,54431,41955.46611,United States,2203,US1,Male,12,139,0.2,111.2
2426,54432,41955.60611,United Kingdom,2238,UK3,Male,12,139,0,139
2427,54432,41955.60611,United Kingdom,2237,UK4,Male,9.5,149,0,149
2428,54433,41955.62611,United States,2157,US15,Male,9,139,0.2,111.2
2429,54434,41955.91611,Germany,2168,GER2,Female,8.5,149,0,149
2430,54435,41956.06611,United States,2163,US15,Male,7.5,189,0,189
2431,54436,41956.23611,United States,2218,US13,Male,10.5,199,0,199
2432,54437,41956.24611,United States,2176,US15,Male,11.5,179,0,179
2433,54438,41956.30611,Germany,2163,GER1,Male,10,159,0.5,79.5
2434,54439,41956.62611,United Kingdom,2239,UK5,Female,9.5,199,0,199
2435,54440,41956.62611,United States,2206,US15,Male,10,159,0,159
2436,54441,41957.06611,United States,2198,US15,Male,10,149,0.2,119.2
2437,54442,41957.23611,United Kingdom,2148,UK5,Female,10,129,0.3,90.3
2438,54443,41957.24611,United States,2188,US9,Male,13,159,0,159
2439,54444,41957.30611,Germany,2160,GER2,Male,8.5,139,0.3,97.3
2440,54445,41957.35611,United States,2205,US15,Female,7,159,0,159
2441,54446,41957.62611,United Kingdom,2231,UK2,Female,9.5,199,0,199
2442,54447,41958.06611,United States,2157,US15,Male,9,139,0.2,111.2
2443,54448,41958.23611,United Kingdom,2237,UK3,Female,10,199,0,199
2444,54449,41958.30611,Germany,2180,GER2,Female,7.5,129,0.2,103.2
2445,54450,41958.32611,Canada,2195,CAN5,Female,8.5,129,0,129
2446,54451,41958.35611,United States,2186,US15,Female,7,179,0.1,161.1
2447,54452,41958.41611,United States,2198,US12,Female,10,159,0,159
2448,54453,41958.62611,United Kingdom,2169,UK5,Female,9.5,199,0.1,179.1
2449,54454,41958.91611,United States,2234,US15,Male,10,129,0,129
2450,54455,41959.32611,United States,2163,US15,Male,7.5,189,0,189
2451,54456,41959.35611,Canada,2228,CAN6,Male,8.5,159,0,159
2452,54457,41959.41611,United States,2196,US12,Female,10,149,0,149
2453,54458,41959.75611,United States,2225,US13,Male,8.5,189,0.1,170.1
2454,54459,41959.91611,Canada,2195,CAN5,Female,8.5,129,0,129
2455,54460,41960.26611,United States,2234,US15,Male,13,189,0,189
2456,54461,41960.32611,United States,2198,US15,Male,10,149,0.2,119.2
2457,54462,41960.41611,United States,2176,US15,Male,11.5,179,0,179
2458,54463,41960.75611,United States,2221,US3,Male,9.5,159,0,159
2459,54464,41960.87611,United Kingdom,2188,UK3,Male,10.5,129,0.2,103.2
2460,54464,41960.87611,United Kingdom,2230,UK3,Male,10,189,0,189
2461,54465,41960.91611,United States,2163,US15,Male,7.5,189,0,189
2462,54466,41961.26611,United States,2178,US15,Male,9.5,159,0.1,143.1
2463,54467,41961.55611,United States,2230,US12,Male,10.5,179,0,179
2464,54468,41961.75611,Canada,2190,CAN6,Female,9.5,179,0,179
2465,54469,41961.87611,United Kingdom,2212,UK4,Male,8,189,0.2,151.2
2466,54469,41961.87611,United Kingdom,2188,UK3,Male,10.5,129,0.2,103.2
2467,54470,41962.26611,United States,2167,US8,Female,8,159,0.2,127.2
2468,54471,41962.44611,Canada,2171,CAN7,Female,8,179,0.3,125.3
2469,54472,41962.55611,United States,2195,US4,Male,11,169,0.1,152.1
2470,54473,41962.58611,Germany,2160,GER2,Male,10.5,189,0.5,94.5
2471,54474,41962.87611,United Kingdom,2227,UK4,Male,10,159,0.3,111.3
2472,54474,41962.87611,United Kingdom,2212,UK4,Male,8,189,0.2,151.2
2473,54475,41963.44611,Canada,2183,CAN6,Female,8,199,0.3,139.3
2474,54476,41963.46611,Canada,2149,CAN2,Male,9.5,159,0.1,143.1
2475,54477,41963.46611,United States,2216,US15,Female,7,189,0,189
2476,54478,41963.55611,United States,2226,US15,Female,10,129,0,129
2477,54479,41963.58611,Germany,2241,GER1,Female,8,189,0,189
2478,54480,41963.65611,Canada,2185,CAN7,Female,8.5,199,0,199
2479,54481,41964.44611,Germany,2154,GER3,Female,9,129,0,129
2480,54482,41964.44611,Canada,2202,CAN7,Female,8,139,0,139
2481,54483,41964.46611,United States,2216,US15,Female,7,189,0,189
2482,54484,41964.46611,Canada,2208,CAN6,Male,10.5,199,0,199
2483,54485,41964.58611,Germany,2207,GER1,Male,10.5,179,0,179
2484,54486,41964.65611,Canada,2236,CAN6,Female,8.5,179,0.2,143.2
2485,54487,41965.05611,United States,2164,US15,Male,7,139,0.2,111.2
2486,54488,41965.13611,United Kingdom,2238,UK1,Male,10.5,139,0.5,69.5
2487,54489,41965.44611,United Kingdom,2230,UK3,Male,10,189,0,189
2488,54490,41965.46611,Canada,2153,CAN7,Male,11.5,149,0.5,74.5
2489,54490,41965.46611,Canada,2208,CAN6,Male,10.5,199,0,199
2490,54491,41965.61611,Canada,2186,CAN2,Male,9.5,169,0.5,84.5
2491,54492,41965.65611,United States,2234,US15,Male,10,129,0,129
2492,54493,41966.05611,United States,2154,US6,Female,10.5,179,0,179
2493,54494,41966.13611,Germany,2154,GER3,Female,9,129,0,129
2494,54495,41966.18611,United States,2162,US5,Male,9,139,0,139
2495,54496,41966.44611,United Kingdom,2188,UK3,Male,10.5,129,0.2,103.2
2496,54497,41966.61611,Canada,2181,CAN7,Female,7.5,139,0,139
2497,54498,41966.79611,United States,2158,US15,Female,8.5,199,0.5,99.5
2498,54499,41966.79611,Canada,2202,CAN2,Male,7.5,189,0.3,132.3
2499,54500,41967.05611,United States,2227,US14,Female,10.5,199,0.2,159.2
2500,54501,41967.13611,United Kingdom,2230,UK3,Male,10,189,0,189
2501,54502,41967.18611,Germany,2150,GER2,Female,9.5,139,0.2,111.2
2502,54503,41967.61611,Canada,2195,CAN7,Female,7.5,129,0.3,90.3
2503,54504,41967.79611,United Kingdom,2206,UK5,Male,9.5,179,0.2,143.2
2504,54505,41967.79611,United States,2164,US15,Female,8.5,199,0,199
2505,54506,41967.79611,Canada,2155,CAN3,Male,10.5,149,0.2,119.2
2506,54507,41968.18611,Germany,2222,GER2,Female,9.5,179,0,179
2507,54508,41968.58611,Germany,2184,GER1,Male,10,159,0,159
2508,54509,41968.79611,United Kingdom,2151,UK1,Female,9,139,0.1,125.1
2509,54510,41968.79611,United States,2200,US15,Female,7,159,0.5,79.5
2510,54510,41968.79611,United States,2204,US15,Female,8.5,189,0.2,151.2
2511,54511,41969.43611,Canada,2172,CAN6,Female,8.5,169,0,169
2512,54512,41969.58611,Germany,2193,GER1,Male,10,199,0.5,99.5
2513,54513,41969.79611,United Kingdom,2184,UK3,Female,9,129,0,129
2514,54514,41970.32611,United States,2149,US12,Female,10,169,0,169
2515,54515,41970.43611,United States,2210,US15,Male,9,159,0,159
2516,54516,41970.58611,Germany,2160,GER2,Male,10.5,189,0.5,94.5
2517,54517,41970.77611,Canada,2188,CAN2,Female,8.5,169,0,169
2518,54518,41971.32611,United States,2176,US3,Male,10,189,0,189
2519,54519,41971.43611,United States,2183,US15,Male,15,189,0,189
2520,54520,41971.66611,Germany,2211,GER2,Female,9,189,0,189
2521,54521,41971.77611,Canada,2172,CAN6,Female,8.5,169,0,169
2522,54522,41972.32611,United States,2197,US2,Male,10.5,129,0,129
2523,54523,41972.55611,United States,2172,US12,Female,10,149,0,149
2524,54524,41972.66611,Germany,2201,GER2,Female,9,149,0,149
2525,54525,41972.77611,United States,2210,US15,Male,9,159,0,159
2526,54526,41973.47611,Canada,2185,CAN2,Male,9.5,179,0,179
2527,54527,41973.55611,United States,2149,US12,Female,10,169,0,169
2528,54528,41973.66611,United Kingdom,2238,UK1,Male,10.5,139,0.5,69.5
2529,54529,41973.77611,Germany,2234,GER2,Male,8,189,0,189
2530,54530,41974.47611,Canada,2175,CAN5,Male,9,139,0,139
2531,54531,41974.55611,United States,2176,US3,Male,10,189,0,189
2532,54532,41974.77611,Canada,2171,CAN6,Male,11.5,129,0,129
2533,54533,41974.77611,Germany,2161,GER1,Male,9,179,0,179
2534,54534,41975.10611,Canada,2191,CAN5,Male,9.5,149,0.1,134.1
2535,54534,41975.10611,Canada,2213,CAN6,Male,10.5,139,0.1,125.1
2536,54535,41975.47611,United States,2238,US15,Female,5.5,169,0.5,84.5
2537,54536,41975.77611,United States,2171,US15,Female,4.5,199,0.3,139.3
2538,54537,41975.77611,United Kingdom,2188,UK3,Female,7.5,199,0,199
2539,54538,41976.05611,United States,2181,US8,Male,6.5,179,0,179
2540,54539,41976.10611,Canada,2186,CAN2,Male,9.5,169,0.5,84.5
2541,54540,41976.10611,United States,2184,US15,Female,7,169,0.2,135.2
2542,54541,41976.42611,Germany,2220,GER2,Male,10.5,189,0.2,151.2
2543,54542,41976.69611,Canada,2155,CAN3,Male,10.5,149,0.2,119.2
2544,54543,41976.77611,United States,2223,US15,Female,4.5,199,0,199
2545,54544,41977.05611,United States,2178,US6,Female,9,129,0,129
2546,54545,41977.10611,Canada,2149,CAN2,Male,9.5,159,0.1,143.1
2547,54545,41977.10611,Canada,2181,CAN7,Female,7.5,139,0,139
2548,54546,41977.26611,United States,2211,US6,Male,9.5,189,0,189
2549,54547,41977.42611,Germany,2221,GER3,Male,10.5,149,0,149
2550,54548,41977.69611,United States,2200,US15,Female,7,159,0.5,79.5
2551,54549,41977.89611,Canada,2162,CAN5,Male,10.5,189,0,189
2552,54550,41978.05611,United States,2150,US5,Female,9,199,0,199
2553,54551,41978.26611,United States,2233,US11,Female,9.5,159,0,159
2554,54552,41978.40611,Germany,2213,GER1,Female,8,199,0.3,139.3
2555,54553,41978.42611,United States,2175,US15,Female,8,199,0.5,99.5
2556,54554,41978.69611,Canada,2191,CAN5,Male,9.5,149,0.1,134.1
2557,54555,41978.89611,Canada,2239,CAN3,Female,6.5,169,0,169
2558,54556,41979.26611,United States,2163,US9,Female,9.5,129,0.1,116.1
2559,54557,41979.37611,United States,2155,US15,Female,7,139,0.2,111.2
2560,54558,41979.40611,Germany,2184,GER1,Male,10,159,0,159
2561,54559,41979.89611,Canada,2230,CAN1,Female,6.5,179,0,179
2562,54560,41980.01611,Germany,2163,GER3,Male,9.5,179,0,179
2563,54561,41980.37611,Canada,2202,CAN2,Male,7.5,189,0.3,132.3
2564,54562,41980.40611,Germany,2193,GER1,Male,10,199,0.5,99.5
2565,54563,41980.95611,United States,2235,US15,Male,8,199,0,199
2566,54564,41981.01611,Germany,2213,GER1,Female,8,199,0.3,139.3
2567,54565,41981.35611,United States,2215,US12,Male,9.5,159,0,159
2568,54566,41981.35611,Germany,2148,GER2,Male,8.5,169,0.1,152.1
2569,54566,41981.35611,Germany,2231,GER1,Male,10.5,139,0.5,69.5
2570,54567,41981.37611,Canada,2155,CAN3,Male,10.5,149,0.2,119.2
2571,54568,41981.95611,United States,2218,US15,Male,8.5,139,0,139
2572,54569,41982.00611,United States,2190,US15,Male,11,199,0.5,99.5
2573,54569,41982.00611,United States,2185,US15,Male,9,189,0.5,94.5
2574,54570,41982.01611,Germany,2184,GER1,Male,10,159,0,159
2575,54571,41982.35611,United States,2219,US12,Male,10.5,169,0.1,152.1
2576,54572,41982.35611,United Kingdom,2192,UK5,Female,8,149,0.5,74.5
2577,54573,41982.35611,Germany,2204,GER1,Male,10.5,199,0,199
2578,54574,41982.62611,Canada,2169,CAN5,Female,10,199,0.2,159.2
2579,54575,41982.62611,United States,2185,US15,Female,7,169,0,169
2580,54576,41982.64611,United States,2148,US14,Female,10,179,0,179
2581,54577,41982.82611,Germany,2231,GER1,Female,9,159,0,159
2582,54578,41982.95611,United States,2227,US15,Male,10,169,0.2,135.2
2583,54579,41983.00611,United States,2235,US15,Male,8,199,0,199
2584,54579,41983.00611,United States,2190,US15,Male,11,199,0.5,99.5
2585,54580,41983.35611,United Kingdom,2206,UK4,Female,8,179,0,179
2586,54580,41983.35611,United Kingdom,2168,UK5,Female,8,189,0.2,151.2
2587,54580,41983.35611,United Kingdom,2199,UK3,Female,8.5,129,0,129
2588,54581,41983.39611,United States,2166,US15,Male,11,169,0.3,118.3
2589,54582,41983.62611,Canada,2183,CAN1,Female,10,199,0.1,179.1
2590,54583,41983.62611,United States,2155,US15,Female,7,139,0.2,111.2
2591,54584,41983.64611,United States,2190,US5,Male,9.5,189,0.2,151.2
